@relation prueba

@attribute score5 NUMERIC
@attribute score2 NUMERIC
@attribute score NUMERIC
@attribute ghost0-living {True, False}
@attribute ghost1-living {True, False}
@attribute ghost2-living {True, False}
@attribute ghost3-living {True, False}
@attribute ghost4-living {True, False}
@attribute distance-ghost1 NUMERIC 
@attribute distance-ghost2 NUMERIC 
@attribute distance-ghost3 NUMERIC 
@attribute distance-ghost4 NUMERIC 
@attribute posX NUMERIC
@attribute posY NUMERIC
@attribute direction {North, South, East, West, Stop}
@attribute wall-east {True, False}
@attribute wall-south {True, False}
@attribute wall-west {True, False}
@attribute wall-north {True, False}
@attribute move {North, South, East, West, Stop}

@data
375,377,380,False,False,False,True,True,0,0,9,6,15,10,East,False,False,False,False,East
374,376,379,False,False,False,True,True,0,0,5,7,16,10,East,False,False,False,False,East
373,375,378,False,False,False,True,True,0,0,6,6,17,10,East,False,False,False,False,East
372,374,377,False,False,False,True,True,0,0,3,8,18,10,East,False,False,False,False,East
371,373,376,False,False,False,True,True,0,0,2,4,19,10,East,False,False,False,False,North
370,372,375,False,False,False,True,True,0,0,0,7,19,11,North,False,False,False,False,South
369,371,374,False,False,False,True,True,0,0,3,0,19,10,South,False,False,False,False,East
368,370,373,False,False,False,True,True,0,0,8,6,20,10,East,False,False,False,False,East
367,369,372,False,False,False,True,True,0,0,4,5,21,10,East,False,False,False,False,East
566,368,371,False,False,False,True,True,0,0,2,2,22,10,East,False,False,False,False,North
565,367,370,False,False,False,True,True,0,0,5,4,22,11,North,False,False,False,False,West
564,566,369,False,False,False,True,True,0,0,3,1,21,11,West,False,False,False,False,West
563,565,368,False,False,False,True,True,0,0,2,6,20,11,West,False,False,False,False,West
562,564,367,False,False,False,True,True,0,0,2,5,19,11,West,False,False,False,False,North
-5,-3,0,False,True,True,True,True,12,4,9,17,1,11,Stop,True,False,False,True,Stop
194,-4,-1,False,True,True,True,True,12,7,8,18,1,11,Stop,True,False,False,True,South
193,-5,-2,False,True,True,True,True,10,4,6,16,1,10,South,True,False,True,False,South
192,194,-3,False,True,True,True,True,14,3,7,13,1,9,South,True,False,False,False,East
191,193,-4,False,True,True,True,True,8,4,1,15,2,9,East,False,False,False,True,East
190,192,-5,False,True,True,True,True,9,2,3,13,3,9,East,False,False,False,True,East
389,191,194,False,True,False,True,True,8,0,3,15,4,9,East,False,False,False,True,East
388,190,193,False,True,False,True,True,7,0,3,12,5,9,East,False,False,False,False,North
387,389,192,False,True,False,True,True,8,0,4,14,5,10,North,True,False,False,False,East
386,388,191,False,True,False,True,True,9,0,2,13,6,10,East,False,False,True,False,North
385,387,190,False,True,False,True,True,8,0,2,14,6,11,North,False,False,False,True,East
384,386,389,False,True,False,False,True,7,0,0,11,7,11,East,False,True,False,True,East
383,385,388,False,True,False,False,True,7,0,0,14,8,11,East,False,True,False,True,West
382,384,387,False,True,False,False,True,8,0,0,15,7,11,West,False,True,False,True,West
381,383,386,False,True,False,False,True,7,0,0,12,6,11,West,False,False,False,True,South
380,382,385,False,True,False,False,True,5,0,0,12,6,10,South,False,False,True,False,South
379,381,384,False,True,False,False,True,4,0,0,10,6,9,South,False,False,False,False,South
378,380,383,False,True,False,False,True,0,0,0,11,6,8,South,False,False,False,False,South
377,379,382,False,True,False,False,True,1,0,0,11,6,7,South,False,True,False,False,East
376,378,381,False,True,False,False,True,5,0,0,13,7,7,East,False,True,False,False,East
375,377,380,False,True,False,False,True,6,0,0,10,8,7,East,False,False,False,False,South
374,376,379,False,True,False,False,True,6,0,0,9,8,6,South,True,False,False,False,South
373,375,378,False,True,False,False,True,5,0,0,13,8,5,South,False,False,False,False,West
572,374,377,False,True,False,False,True,4,0,0,14,7,5,West,False,False,False,True,South
571,373,376,False,True,False,False,True,3,0,0,16,7,4,South,False,False,False,False,West
570,572,375,False,True,False,False,True,4,0,0,15,6,4,West,False,False,False,False,West
569,571,374,False,True,False,False,True,3,0,0,20,5,4,West,False,False,False,False,West
568,570,373,False,True,False,False,True,3,0,0,19,4,4,West,False,False,False,False,West
567,569,572,False,False,False,False,True,0,0,0,19,3,4,West,False,False,False,False,East
566,568,571,False,False,False,False,True,0,0,0,17,4,4,East,False,False,False,False,East
565,567,570,False,False,False,False,True,0,0,0,16,5,4,East,False,False,False,False,East
564,566,569,False,False,False,False,True,0,0,0,16,6,4,East,False,False,False,False,East
563,565,568,False,False,False,False,True,0,0,0,16,7,4,East,False,False,False,False,East
562,564,567,False,False,False,False,True,0,0,0,18,8,4,East,False,False,False,False,East
561,563,566,False,False,False,False,True,0,0,0,12,9,4,East,False,False,False,False,East
560,562,565,False,False,False,False,True,0,0,0,10,10,4,East,False,False,False,False,North
559,561,564,False,False,False,False,True,0,0,0,11,10,5,North,False,False,False,False,East
558,560,563,False,False,False,False,True,0,0,0,6,11,5,East,False,False,False,True,East
-5,-3,0,False,True,True,True,True,11,7,8,18,1,11,Stop,True,False,False,True,Stop
-6,-4,-1,False,True,True,True,True,6,8,3,12,1,11,Stop,True,False,False,True,Stop
-7,-5,-2,False,True,True,True,True,12,10,9,16,1,11,Stop,True,False,False,True,South
-8,-6,-3,False,True,True,True,True,9,9,6,16,1,10,South,True,False,True,False,South
191,-7,-4,False,True,True,True,True,9,5,9,16,1,9,South,True,False,False,False,East
190,-8,-5,False,True,True,True,True,8,8,3,14,2,9,East,False,False,False,True,East
189,191,-6,False,True,True,True,True,4,1,8,14,3,9,East,False,False,False,True,East
388,190,-7,False,True,True,True,True,7,4,4,11,4,9,East,False,False,False,True,East
387,189,-8,False,True,True,True,True,5,3,2,17,5,9,East,False,False,False,False,South
386,388,191,False,True,False,True,True,3,0,4,11,5,8,South,False,False,False,False,North
385,387,190,False,True,False,True,True,7,0,1,14,5,9,North,False,False,False,False,North
384,386,189,False,True,False,True,True,9,0,3,10,5,10,North,True,False,False,False,East
383,385,388,False,True,False,False,True,5,0,0,9,6,10,East,False,False,True,False,South
382,384,387,False,True,False,False,True,4,0,0,7,6,9,South,False,False,False,False,South
381,383,386,False,True,False,False,True,5,0,0,11,6,8,South,False,False,False,False,East
380,382,385,False,True,False,False,True,5,0,0,12,7,8,East,False,False,False,False,South
579,381,384,False,True,False,False,True,4,0,0,9,7,7,South,False,True,False,False,East
578,380,383,False,True,False,False,True,11,0,0,10,8,7,East,False,False,False,False,South
577,579,382,False,True,False,False,True,3,0,0,12,8,6,South,True,False,False,False,South
576,578,381,False,True,False,False,True,2,0,0,18,8,5,South,False,False,False,False,West
575,577,380,False,True,False,False,True,3,0,0,16,7,5,West,False,False,False,True,West
574,576,579,False,False,False,False,True,0,0,0,15,6,5,West,False,False,False,True,East
573,575,578,False,False,False,False,True,0,0,0,16,7,5,East,False,False,False,True,East
572,574,577,False,False,False,False,True,0,0,0,11,8,5,East,False,False,False,False,North
571,573,576,False,False,False,False,True,0,0,0,7,8,6,North,True,False,False,False,North
570,572,575,False,False,False,False,True,0,0,0,10,8,7,North,False,False,False,False,North
569,571,574,False,False,False,False,True,0,0,0,8,8,8,North,False,False,False,False,North
568,570,573,False,False,False,False,True,0,0,0,7,8,9,North,False,False,False,True,East
567,569,572,False,False,False,False,True,0,0,0,10,9,9,East,False,False,False,True,East
566,568,571,False,False,False,False,True,0,0,0,8,10,9,East,False,False,False,False,East
565,567,570,False,False,False,False,True,0,0,0,8,11,9,East,False,True,False,False,East
564,566,569,False,False,False,False,True,0,0,0,3,12,9,East,False,False,False,True,East
-5,-3,0,False,True,True,True,True,10,7,7,20,1,11,Stop,True,False,False,True,Stop
-6,-4,-1,False,True,True,True,True,12,5,5,19,1,11,Stop,True,False,False,True,East
193,-5,-2,False,True,True,True,True,15,6,7,17,2,11,East,False,True,False,True,East
192,-6,-3,False,True,True,True,True,9,3,5,16,3,11,East,False,True,False,True,East
191,193,-4,False,True,True,True,True,5,2,3,7,4,11,East,False,True,False,True,East
190,192,-5,False,True,True,True,True,6,0,4,13,5,11,East,False,False,False,True,East
189,191,-6,False,True,True,True,True,7,2,1,13,6,11,East,False,False,False,True,South
188,190,193,False,True,False,True,True,5,0,4,13,6,10,South,False,False,True,False,North
187,189,192,False,True,False,True,True,8,0,0,11,6,11,North,False,False,False,True,East
186,188,191,False,True,False,True,True,10,0,0,8,7,11,East,False,True,False,True,East
185,187,190,False,True,False,True,True,11,0,10,11,8,11,East,False,True,False,True,East
184,186,189,False,True,False,True,True,15,0,8,8,9,11,East,False,True,False,True,East
183,185,188,False,True,False,True,True,13,0,3,7,10,11,East,False,False,False,True,South
182,184,187,False,True,False,True,True,12,0,1,7,10,10,South,True,False,False,False,South
181,183,186,False,True,False,True,True,9,0,6,5,10,9,South,False,False,False,False,South
380,182,185,False,True,False,True,True,7,0,1,8,10,8,South,False,False,True,False,West
379,181,184,False,True,False,True,True,6,0,5,11,9,8,West,False,False,False,False,South
378,380,183,False,True,False,True,True,3,0,4,10,9,7,South,False,False,False,False,South
377,379,182,False,True,False,True,True,3,0,0,9,9,6,South,False,False,False,False,South
376,378,181,False,True,False,True,True,3,0,0,10,9,5,South,False,False,False,False,West
575,377,380,False,True,False,False,True,7,0,0,13,8,5,West,False,False,False,False,West
574,376,379,False,True,False,False,True,0,0,0,13,7,5,West,False,False,False,True,West
573,575,378,False,True,False,False,True,5,0,0,13,6,5,West,False,False,False,True,West
572,574,377,False,True,False,False,True,4,0,0,17,5,5,West,False,False,False,True,South
571,573,376,False,True,False,False,True,3,0,0,17,5,4,South,False,False,False,False,South
570,572,575,False,False,False,False,True,0,0,0,15,5,3,South,False,True,False,False,East
569,571,574,False,False,False,False,True,0,0,0,19,6,3,East,False,True,False,False,East
568,570,573,False,False,False,False,True,0,0,0,16,7,3,East,False,True,False,False,East
567,569,572,False,False,False,False,True,0,0,0,15,8,3,East,False,True,False,False,North
566,568,571,False,False,False,False,True,0,0,0,12,8,4,North,False,False,False,False,North
565,567,570,False,False,False,False,True,0,0,0,16,8,5,North,False,False,False,False,North
564,566,569,False,False,False,False,True,0,0,0,10,8,6,North,True,False,False,False,East
563,565,568,False,False,False,False,True,0,0,0,7,9,6,East,False,False,False,False,East
562,564,567,False,False,False,False,True,0,0,0,5,10,6,East,False,False,True,False,North
561,563,566,False,False,False,False,True,0,0,0,5,10,7,North,False,False,True,False,North
-5,-3,0,False,True,True,True,True,10,8,4,19,1,11,Stop,True,False,False,True,Stop
-6,-4,-1,False,True,True,True,True,14,8,8,19,1,11,Stop,True,False,False,True,South
-7,-5,-2,False,True,True,True,True,10,8,7,13,1,10,South,True,False,True,False,South
192,-6,-3,False,True,True,True,True,2,8,9,21,1,9,South,True,False,False,False,East
191,-7,-4,False,True,True,True,True,4,7,1,15,2,9,East,False,False,False,True,East
190,192,-5,False,True,True,True,True,10,4,5,13,3,9,East,False,False,False,True,East
189,191,-6,False,True,True,True,True,7,5,3,12,4,9,East,False,False,False,True,East
188,190,-7,False,True,True,True,True,9,9,2,12,5,9,East,False,False,False,False,North
387,189,192,False,True,True,False,True,10,4,0,13,5,10,North,True,False,False,False,North
386,188,191,False,True,True,False,True,10,4,0,16,5,11,North,False,False,False,True,South
385,387,190,False,True,True,False,True,9,2,0,11,5,10,South,True,False,False,False,South
384,386,189,False,True,True,False,True,14,3,0,9,5,9,South,False,False,False,False,East
383,385,188,False,True,True,False,True,11,1,0,8,6,9,East,False,False,False,False,East
382,384,387,False,True,False,False,True,13,0,0,10,7,9,East,False,False,False,True,West
381,383,386,False,True,False,False,True,10,0,0,15,6,9,West,False,False,False,False,West
380,382,385,False,True,False,False,True,9,0,0,17,5,9,West,False,False,False,False,West
379,381,384,False,True,False,False,True,9,0,0,17,4,9,West,False,False,False,True,West
378,380,383,False,True,False,False,True,9,0,0,17,3,9,West,False,False,False,True,West
377,379,382,False,True,False,False,True,6,0,0,14,2,9,West,False,False,False,True,West
576,378,381,False,True,False,False,True,4,0,0,18,1,9,West,True,False,False,False,South
575,377,380,False,True,False,False,True,5,0,0,15,1,8,South,True,False,False,False,South
574,576,379,False,True,False,False,True,8,0,0,13,1,7,South,True,False,False,False,South
573,575,378,False,True,False,False,True,3,0,0,14,1,6,South,True,False,True,False,South
572,574,377,False,True,False,False,True,2,0,0,15,1,5,South,True,False,False,False,East
571,573,576,False,False,False,False,True,0,0,0,13,2,5,East,False,False,False,True,South
570,572,575,False,False,False,False,True,0,0,0,11,2,4,South,False,False,False,False,East
569,571,574,False,False,False,False,True,0,0,0,13,3,4,East,False,False,False,False,East
568,570,573,False,False,False,False,True,0,0,0,12,4,4,East,False,False,False,False,East
567,569,572,False,False,False,False,True,0,0,0,9,5,4,East,False,False,False,False,East
566,568,571,False,False,False,False,True,0,0,0,10,6,4,East,False,False,False,False,East
565,567,570,False,False,False,False,True,0,0,0,8,7,4,East,False,False,False,False,East
564,566,569,False,False,False,False,True,0,0,0,9,8,4,East,False,False,False,False,East
563,565,568,False,False,False,False,True,0,0,0,8,9,4,East,False,False,False,False,East
562,564,567,False,False,False,False,True,0,0,0,6,10,4,East,False,False,False,False,North
561,563,566,False,False,False,False,True,0,0,0,2,10,5,North,False,False,False,False,East
195,-3,0,False,True,True,True,True,12,7,8,19,1,11,Stop,True,False,False,True,Stop
194,-4,-1,False,True,True,True,True,11,7,10,24,1,11,Stop,True,False,False,True,East
193,195,-2,False,True,True,True,True,9,8,4,17,2,11,East,False,True,False,True,East
192,194,-3,False,True,True,True,True,6,6,2,16,3,11,East,False,True,False,True,East
191,193,-4,False,True,True,True,True,6,3,0,16,4,11,East,False,True,False,True,East
390,192,195,False,True,True,False,True,7,4,0,9,5,11,East,False,False,False,True,South
389,191,194,False,True,True,False,True,4,4,0,10,5,10,South,True,False,False,False,East
388,390,193,False,True,True,False,True,7,0,0,12,6,10,East,False,False,True,False,South
387,389,192,False,True,True,False,True,4,1,0,14,6,9,South,False,False,False,False,East
386,388,191,False,True,True,False,True,10,8,0,11,7,9,East,False,False,False,True,East
385,387,390,False,True,False,False,True,9,0,0,7,8,9,East,False,False,False,True,South
384,386,389,False,True,False,False,True,9,0,0,5,8,8,South,False,False,False,False,South
383,385,388,False,True,False,False,True,5,0,0,7,8,7,South,False,False,False,False,South
382,384,387,False,True,False,False,True,6,0,0,7,8,6,South,True,False,False,False,South
581,383,386,False,True,False,False,True,3,0,0,7,8,5,South,False,False,False,False,West
580,382,385,False,True,False,False,True,4,0,0,7,7,5,West,False,False,False,True,West
579,581,384,False,True,False,False,True,5,0,0,8,6,5,West,False,False,False,True,West
578,580,383,False,True,False,False,True,2,0,0,9,5,5,West,False,False,False,True,West
577,579,382,False,True,False,False,True,3,0,0,11,4,5,West,False,False,False,True,West
576,578,581,False,False,False,False,True,0,0,0,15,3,5,West,False,False,False,True,East
575,577,580,False,False,False,False,True,0,0,0,11,4,5,East,False,False,False,True,East
574,576,579,False,False,False,False,True,0,0,0,10,5,5,East,False,False,False,True,East
573,575,578,False,False,False,False,True,0,0,0,7,6,5,East,False,False,False,True,East
572,574,577,False,False,False,False,True,0,0,0,5,7,5,East,False,False,False,True,East
571,573,576,False,False,False,False,True,0,0,0,6,8,5,East,False,False,False,False,East
570,572,575,False,False,False,False,True,0,0,0,6,9,5,East,False,False,False,False,East
569,571,574,False,False,False,False,True,0,0,0,7,10,5,East,False,False,False,False,East
568,570,573,False,False,False,False,True,0,0,0,11,11,5,East,False,False,False,True,East
