@relation 'prueba-weka.filters.unsupervised.attribute.Remove-R19-37-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.SimpleKMeans -init 0 -max-candidates 100 -periodic-pruning 10000 -min-density 2.0 -t1 -1.25 -t2 -1.0 -N 10 -A \"weka.core.EuclideanDistance -R first-last\" -I 500 -num-slots 1 -S 4'

@attribute score numeric
@attribute ghosts-living numeric
@attribute distance-ghost1 numeric
@attribute distance-ghost2 numeric
@attribute distance-ghost3 numeric
@attribute distance-ghost4 numeric
@attribute prev-distance-ghost1 numeric
@attribute prev-distance-ghost2 numeric
@attribute prev-distance-ghost3 numeric
@attribute prev-distance-ghost4 numeric
@attribute posX numeric
@attribute posY numeric
@attribute direction {North,South,East,West,Stop}
@attribute wall-east {True,False}
@attribute wall-south {True,False}
@attribute wall-west {True,False}
@attribute wall-north {True,False}
@attribute move {North,South,East,West,Stop}
@attribute cluster {cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10}

@data
-14,4,0,19,20,19,0,21,21,19,16,11,North,False,False,True,True,West,cluster1
-15,4,0,17,18,17,0,19,20,19,15,11,West,False,True,False,False,West,cluster1
-16,4,0,15,16,16,0,17,18,17,14,11,West,False,True,False,True,West,cluster1
-17,4,0,15,14,14,0,15,16,16,13,11,West,False,False,False,False,North,cluster6
-18,4,0,14,14,12,0,15,14,14,13,12,North,True,False,True,False,North,cluster5
-19,4,0,13,14,10,0,14,14,12,13,13,North,False,False,True,True,West,cluster1
-20,4,0,13,14,9,0,13,14,10,12,13,West,False,True,False,True,West,cluster1
-21,4,0,11,14,9,0,13,14,9,11,13,West,False,True,False,True,West,cluster1
178,4,0,9,12,9,0,11,14,9,10,13,West,False,False,False,True,South,cluster1
177,4,0,9,11,9,0,9,12,9,10,12,South,False,False,True,False,South,cluster3
176,4,0,8,9,8,0,9,11,9,10,11,South,False,False,True,False,South,cluster3
175,4,0,7,9,6,0,8,9,8,10,10,South,False,False,True,False,South,cluster3
174,4,0,6,9,6,0,7,9,6,10,9,South,False,True,False,False,West,cluster6
173,4,0,6,9,6,0,6,9,6,9,9,West,False,True,False,False,West,cluster6
171,4,0,3,8,6,0,4,9,6,7,9,West,False,True,False,True,West,cluster1
170,4,0,2,6,6,0,3,8,6,6,9,West,False,False,False,False,West,cluster6
369,4,0,0,4,6,0,2,6,6,5,9,West,False,False,False,True,South,cluster3
-1,4,0,32,29,25,0,31,30,24,18,3,Stop,False,True,True,False,West,cluster9
-2,4,0,34,29,27,0,32,29,25,17,3,West,False,True,False,True,East,cluster1
-3,4,0,33,29,27,0,34,29,27,18,3,East,False,True,True,False,North,cluster9
-4,4,0,31,29,25,0,33,29,27,18,4,North,True,False,True,False,North,cluster5
-5,4,0,31,27,23,0,31,29,25,18,5,North,True,False,True,False,North,cluster5
-6,4,0,30,25,22,0,31,27,23,18,6,North,True,False,True,False,North,cluster5
-7,4,0,28,25,22,0,30,25,22,18,7,North,True,False,True,False,North,cluster5
-8,4,0,27,23,22,0,28,25,22,18,8,North,True,False,True,False,North,cluster5
-9,4,0,27,22,22,0,27,23,22,18,9,North,False,False,True,False,West,cluster5
-10,4,0,25,22,21,0,27,22,22,17,9,West,False,True,False,True,West,cluster1
-11,4,0,24,20,20,0,25,22,21,16,9,West,False,False,False,False,North,cluster2
-12,4,0,22,20,18,0,24,20,20,16,10,North,True,False,True,False,North,cluster5
-13,4,0,20,19,18,0,22,20,18,16,11,North,False,False,True,True,West,cluster1
-14,4,0,18,19,16,0,20,19,18,15,11,West,False,True,False,False,West,cluster1
-15,4,0,16,17,14,0,18,19,16,14,11,West,False,True,False,True,West,cluster1
-16,4,0,14,17,13,0,16,17,14,13,11,West,False,False,False,False,North,cluster6
-17,4,0,14,17,13,0,14,17,13,13,12,North,True,False,True,False,North,cluster5
-18,4,0,13,17,12,0,14,17,13,13,13,North,False,False,True,True,West,cluster1
-19,4,0,11,15,11,0,13,17,12,12,13,West,False,True,False,True,West,cluster1
-20,4,0,11,15,9,0,11,15,11,11,13,West,False,True,False,True,West,cluster1
-21,4,0,10,13,9,0,11,15,9,10,13,West,False,False,False,True,West,cluster1
178,4,0,8,11,9,0,10,13,9,9,13,West,False,False,False,True,West,cluster1
177,4,0,6,9,9,0,8,11,9,8,13,West,False,True,False,True,West,cluster1
176,4,0,4,9,8,0,6,9,9,7,13,West,False,True,False,True,West,cluster1
175,4,0,3,9,7,0,4,9,8,6,13,West,True,False,False,True,South,cluster7
174,4,0,2,8,5,0,3,9,7,6,12,South,True,False,True,False,South,cluster3
172,4,0,2,6,3,0,2,6,3,5,11,West,False,True,False,True,West,cluster1
171,4,0,1,6,2,0,2,6,3,4,11,West,False,True,False,False,North,cluster6
570,4,0,0,8,0,0,1,6,2,4,12,North,True,False,True,False,North,cluster5
569,4,0,0,8,0,0,0,8,0,4,13,North,False,False,True,True,South,cluster8
568,4,0,0,8,0,0,0,8,0,4,12,South,True,False,True,False,South,cluster3
567,4,0,0,7,0,0,0,8,0,4,11,South,False,True,False,False,West,cluster3
-2,4,0,30,30,25,0,31,29,24,18,3,Stop,False,True,True,False,North,cluster9
-3,4,0,29,30,24,0,30,30,25,18,4,North,True,False,True,False,North,cluster5
-4,4,0,29,29,23,0,29,30,24,18,5,North,True,False,True,False,North,cluster5
-5,4,0,28,27,21,0,29,29,23,18,6,North,True,False,True,False,North,cluster5
-6,4,0,28,25,21,0,28,27,21,18,7,North,True,False,True,False,North,cluster5
-7,4,0,26,23,21,0,28,25,21,18,8,North,True,False,True,False,North,cluster5
-8,4,0,25,23,21,0,26,23,21,18,9,North,False,False,True,False,West,cluster5
-9,4,0,25,22,20,0,25,23,21,17,9,West,False,True,False,True,West,cluster1
-10,4,0,24,21,20,0,25,22,20,16,9,West,False,False,False,False,North,cluster2
-11,4,0,24,20,18,0,24,21,20,16,10,North,True,False,True,False,North,cluster5
-12,4,0,23,20,16,0,24,20,18,16,11,North,False,False,True,True,West,cluster1
-14,4,0,19,19,15,0,21,20,15,14,11,West,False,True,False,True,West,cluster1
-15,4,0,17,17,14,0,19,19,15,13,11,West,False,False,False,False,North,cluster6
-16,4,0,15,16,15,0,17,17,14,13,12,North,True,False,True,False,North,cluster5
-17,4,0,13,16,15,0,15,16,15,13,13,North,False,False,True,True,West,cluster1
-18,4,0,11,14,15,0,13,16,15,12,13,West,False,True,False,True,West,cluster1
-19,4,0,11,12,15,0,11,14,15,11,13,West,False,True,False,True,West,cluster1
-20,4,0,10,10,15,0,11,12,15,10,13,West,False,False,False,True,West,cluster1
-21,4,0,8,10,13,0,10,10,15,9,13,West,False,False,False,True,West,cluster1
-22,4,0,7,8,12,0,8,10,13,8,13,West,False,True,False,True,West,cluster1
-23,4,0,7,7,11,0,7,8,12,7,13,West,False,True,False,True,West,cluster1
-24,4,0,6,7,11,0,7,7,11,6,13,West,True,False,False,True,South,cluster7
175,4,0,6,5,11,0,6,7,11,6,12,South,True,False,True,False,South,cluster3
173,4,0,3,4,10,0,4,4,10,6,10,South,True,False,True,False,South,cluster3
370,4,0,0,2,8,0,0,2,9,6,7,South,False,False,True,False,West,cluster3
569,4,0,0,0,9,0,0,2,8,5,7,West,False,False,False,False,North,cluster8
568,4,0,0,0,10,0,0,0,9,5,8,North,False,False,False,False,South,cluster8
567,4,0,0,0,8,0,0,0,10,5,7,South,False,False,False,False,South,cluster3
566,4,0,0,0,7,0,0,0,8,5,6,South,False,False,False,False,South,cluster3
565,4,0,0,0,5,0,0,0,7,5,5,South,False,True,False,False,East,cluster3
564,4,0,0,0,4,0,0,0,5,6,5,East,False,False,False,False,East,cluster10
563,4,0,0,0,3,0,0,0,4,7,5,East,False,True,False,True,East,cluster4
-3,4,0,22,24,28,0,23,25,28,1,3,Stop,True,True,False,False,East,cluster9
-4,4,0,20,23,28,0,22,24,28,2,3,East,False,True,False,True,East,cluster4
-5,4,0,20,23,27,0,20,23,28,3,3,East,False,True,False,True,East,cluster4
-7,4,0,19,22,24,0,19,22,26,4,4,North,True,False,True,False,North,cluster5
-8,4,0,19,22,24,0,19,22,24,4,5,North,False,False,False,False,North,cluster2
-9,4,0,20,23,25,0,19,22,24,4,6,North,False,False,False,False,South,cluster2
-10,4,0,19,22,24,0,20,23,25,4,5,South,False,False,False,False,East,cluster2
-11,4,0,17,20,23,0,19,22,24,5,5,East,False,True,False,False,East,cluster4
-12,4,0,16,18,22,0,17,20,23,6,5,East,False,False,False,False,East,cluster10
-13,4,0,16,18,21,0,16,18,22,7,5,East,False,True,False,True,East,cluster4
-14,4,0,15,16,20,0,16,18,21,8,5,East,False,True,False,False,East,cluster4
-15,4,0,15,16,18,0,15,16,20,9,5,East,False,True,False,True,East,cluster4
-16,4,0,13,15,16,0,15,16,18,10,5,East,False,True,False,True,East,cluster4
-17,4,0,11,13,15,0,13,15,16,11,5,East,False,True,False,True,East,cluster4
-18,4,0,11,13,15,0,11,13,15,12,5,East,False,True,False,True,East,cluster4
-19,4,0,11,11,13,0,11,13,15,13,5,East,False,False,True,False,North,cluster5
-20,4,0,11,11,11,0,11,11,13,13,6,North,True,False,True,False,North,cluster5
-21,4,0,10,9,9,0,11,11,11,13,7,North,True,False,True,False,North,cluster5
-22,4,0,9,7,7,0,10,9,9,13,8,North,True,False,True,False,North,cluster5
-23,4,0,9,5,7,0,9,7,7,13,9,North,True,False,True,False,North,cluster5
-25,4,0,7,5,4,0,9,5,6,13,11,North,False,False,False,False,East,cluster10
-26,4,0,7,4,2,0,7,5,4,14,11,East,False,True,False,True,East,cluster4
173,4,0,5,3,0,0,7,4,2,15,11,East,False,True,False,False,North,cluster10
-1,4,0,22,25,28,0,23,25,29,1,3,Stop,True,True,False,False,East,cluster9
-2,4,0,22,25,26,0,22,25,28,2,3,East,False,True,False,True,East,cluster4
-3,4,0,21,25,24,0,22,25,26,3,3,East,False,True,False,True,East,cluster4
-4,4,0,20,24,23,0,21,25,24,4,3,East,False,True,True,False,North,cluster9
-5,4,0,19,24,22,0,20,24,23,4,4,North,True,False,True,False,North,cluster5
-6,4,0,19,23,21,0,19,24,22,4,5,North,False,False,False,False,East,cluster2
-7,4,0,19,23,20,0,19,23,21,5,5,East,False,True,False,False,East,cluster4
-8,4,0,19,21,20,0,19,23,20,6,5,East,False,False,False,False,East,cluster10
-9,4,0,18,21,18,0,19,21,20,7,5,East,False,True,False,True,East,cluster4
-10,4,0,16,20,18,0,18,21,18,8,5,East,False,True,False,False,East,cluster4
-11,4,0,14,18,18,0,16,20,18,9,5,East,False,True,False,True,East,cluster4
-12,4,0,14,17,17,0,14,18,18,10,5,East,False,True,False,True,East,cluster4
-13,4,0,14,16,17,0,14,17,17,11,5,East,False,True,False,True,East,cluster4
-14,4,0,12,14,15,0,14,16,17,12,5,East,False,True,False,True,East,cluster4
-15,4,0,12,13,15,0,12,14,15,13,5,East,False,False,True,False,North,cluster5
-16,4,0,11,11,13,0,12,13,15,13,6,North,True,False,True,False,North,cluster5
-17,4,0,10,10,13,0,11,11,13,13,7,North,True,False,True,False,North,cluster5
-18,4,0,10,8,12,0,10,10,13,13,8,North,True,False,True,False,North,cluster5
-19,4,0,9,8,10,0,10,8,12,13,9,North,True,False,True,False,North,cluster5
-20,4,0,9,8,8,0,9,8,10,13,10,North,True,False,True,False,North,cluster5
-23,4,0,5,4,6,0,6,6,6,15,11,East,False,True,False,False,North,cluster10
-24,4,0,4,4,8,0,5,4,6,15,12,North,True,False,True,False,North,cluster5
-26,4,0,3,6,10,0,4,6,10,16,13,East,False,True,False,True,East,cluster4
172,4,0,0,3,7,0,2,4,8,18,13,East,False,False,True,True,South,cluster7
371,4,0,0,2,7,0,0,3,7,18,12,South,True,False,True,False,South,cluster3
570,4,0,0,0,6,0,0,2,7,18,11,South,True,False,True,False,South,cluster3
569,4,0,0,0,5,0,0,0,6,18,10,South,True,False,True,False,South,cluster3
-1,4,0,20,18,18,0,21,18,19,12,10,Stop,True,False,True,False,North,cluster5
-2,4,0,19,17,16,0,20,18,18,12,11,North,False,False,True,True,West,cluster1
-3,4,0,19,17,16,0,19,17,16,11,11,West,False,True,False,True,West,cluster1
-4,4,0,17,16,14,0,19,17,16,10,11,West,False,True,False,True,West,cluster1
-5,4,0,16,16,14,0,17,16,14,9,11,West,False,True,False,True,West,cluster1
-6,4,0,14,14,12,0,16,16,14,8,11,West,False,True,False,False,North,cluster1
-7,4,0,13,14,10,0,14,14,12,8,12,North,True,False,True,False,North,cluster5
-8,4,0,13,13,10,0,13,14,10,8,13,North,True,False,False,False,North,cluster5
-9,4,0,11,12,8,0,13,13,10,8,14,North,True,False,True,False,North,cluster5
-10,4,0,10,11,8,0,11,12,8,8,15,North,False,False,True,False,North,cluster5
-11,4,0,9,9,7,0,10,11,8,8,16,North,True,False,True,False,North,cluster5
-12,4,0,8,9,6,0,9,9,7,8,17,North,True,False,False,True,East,cluster7
-14,4,0,8,7,3,0,8,9,5,10,17,East,False,True,False,True,East,cluster4
-15,4,0,7,6,1,0,8,7,3,11,17,East,False,True,False,True,East,cluster4
381,4,0,0,2,0,0,1,3,0,13,15,South,False,True,False,False,West,cluster3
380,4,0,0,4,0,0,0,2,0,12,15,West,False,True,False,True,West,cluster1
579,4,0,0,5,0,0,0,4,0,11,15,West,False,True,False,True,East,cluster4
-1,4,0,16,17,19,0,15,16,19,1,18,Stop,True,False,False,True,South,cluster2
-2,4,0,15,16,19,0,16,17,19,1,17,South,True,False,True,False,South,cluster2
-3,4,0,13,16,19,0,15,16,19,1,16,South,True,False,False,False,South,cluster2
-4,4,0,11,16,18,0,13,16,19,1,15,South,True,False,False,False,South,cluster2
-5,4,0,10,16,17,0,11,16,18,1,14,South,True,False,False,False,South,cluster2
-6,4,0,9,16,15,0,10,16,17,1,13,South,True,False,True,False,South,cluster2
-7,4,0,8,16,13,0,9,16,15,1,12,South,True,False,False,False,South,cluster2
-8,4,0,8,16,11,0,8,16,13,1,11,South,True,False,True,False,South,cluster5
-9,4,0,8,14,9,0,8,16,11,1,10,South,True,False,True,False,South,cluster5
-10,4,0,6,13,8,0,8,14,9,1,9,South,True,False,True,False,South,cluster5
-11,4,0,5,11,8,0,6,13,8,1,8,South,True,False,True,False,South,cluster5
-13,4,0,3,9,6,0,4,10,8,1,6,South,True,False,False,False,South,cluster3
-14,4,0,1,9,8,0,3,9,6,1,5,South,True,False,False,False,South,cluster3
185,4,0,0,8,10,0,1,9,8,1,4,South,True,False,False,False,East,cluster10
184,4,0,0,8,8,0,0,8,10,2,4,East,False,False,False,False,East,cluster10
183,4,0,0,8,8,0,0,8,8,3,4,East,False,False,False,False,North,cluster10
182,4,0,0,10,7,0,0,8,8,3,5,North,False,False,False,False,North,cluster8
180,4,0,0,10,3,0,0,8,5,3,7,North,True,False,False,False,North,cluster8
179,4,0,0,12,1,0,0,10,3,3,8,North,True,False,False,False,North,cluster8
378,4,0,0,12,0,0,0,12,1,3,9,North,True,False,False,False,South,cluster3
377,4,0,0,12,0,0,0,12,0,3,8,South,True,False,False,False,South,cluster3
376,4,0,0,10,0,0,0,12,0,3,7,South,True,False,False,False,South,cluster3
375,4,0,0,10,0,0,0,10,0,3,6,South,False,False,False,False,East,cluster3
374,4,0,0,8,0,0,0,10,0,4,6,East,False,False,False,False,East,cluster10
-1,4,0,14,17,20,0,15,16,19,1,18,Stop,True,False,False,True,South,cluster2
-2,4,0,14,16,19,0,14,17,20,1,17,South,True,False,True,False,South,cluster2
-3,4,0,14,16,17,0,14,16,19,1,16,South,True,False,False,False,South,cluster2
-4,4,0,12,14,16,0,14,16,17,1,15,South,True,False,False,False,South,cluster2
-5,4,0,11,14,14,0,12,14,16,1,14,South,True,False,False,False,South,cluster2
-6,4,0,9,12,14,0,11,14,14,1,13,South,True,False,True,False,South,cluster2
-7,4,0,7,10,12,0,9,12,14,1,12,South,True,False,False,False,South,cluster2
-8,4,0,5,10,11,0,7,10,12,1,11,South,True,False,True,False,South,cluster5
-9,4,0,5,9,11,0,5,10,11,1,10,South,True,False,True,False,South,cluster5
-10,4,0,4,7,11,0,5,9,11,1,9,South,True,False,True,False,South,cluster5
-12,4,0,2,5,9,0,2,7,10,1,7,South,True,False,True,False,South,cluster5
-13,4,0,1,5,7,0,2,5,9,1,6,South,True,False,False,False,East,cluster10
186,4,0,0,3,6,0,1,5,7,2,6,East,False,False,False,True,East,cluster7
185,4,0,0,3,6,0,0,3,6,3,6,East,False,False,False,False,East,cluster10
184,4,0,0,3,5,0,0,3,6,4,6,East,False,False,False,False,North,cluster10
181,4,0,0,6,2,0,0,4,3,4,9,North,False,False,False,False,West,cluster8
180,4,0,0,6,3,0,0,6,2,3,9,West,True,False,False,False,North,cluster6
378,4,0,0,6,4,0,0,6,5,4,10,East,False,False,False,True,East,cluster7
377,4,0,0,7,3,0,0,6,4,5,10,East,False,False,False,True,East,cluster7
375,4,0,0,7,2,0,0,9,3,6,9,South,False,False,True,False,South,cluster3
374,4,0,0,7,2,0,0,7,2,6,8,South,False,False,True,False,South,cluster3
573,4,0,0,6,0,0,0,7,2,6,7,South,False,False,True,False,West,cluster3
572,4,0,0,4,0,0,0,6,0,5,7,West,False,False,False,False,West,cluster6
571,4,0,0,4,0,0,0,4,0,4,7,West,False,False,False,False,South,cluster3
-3,4,0,9,9,9,0,9,11,8,7,1,West,False,True,False,False,West,cluster1
-4,4,0,8,7,9,0,9,9,9,6,1,West,False,True,False,True,West,cluster1
-5,4,0,7,7,11,0,8,7,9,5,1,West,False,True,False,False,West,cluster1
-6,4,0,7,7,11,0,7,7,11,4,1,West,False,True,False,True,West,cluster1
-7,4,0,5,7,12,0,7,7,11,3,1,West,False,True,False,True,West,cluster1
-9,4,0,3,5,14,0,4,6,14,1,1,West,True,True,False,False,North,cluster9
-10,4,0,1,4,12,0,3,5,14,1,2,North,True,False,True,False,North,cluster5
188,4,0,0,2,9,0,0,3,11,1,4,North,True,False,True,False,North,cluster5
187,4,0,0,1,9,0,0,2,9,1,5,North,True,False,False,True,East,cluster7
386,4,0,0,0,8,0,0,1,9,2,5,East,False,True,False,True,East,cluster4
385,4,0,0,0,8,0,0,0,8,3,5,East,False,False,False,True,East,cluster7
384,4,0,0,0,8,0,0,0,8,4,5,East,False,True,False,True,East,cluster4
383,4,0,0,0,6,0,0,0,8,5,5,East,False,False,False,True,East,cluster7
382,4,0,0,0,6,0,0,0,6,6,5,East,False,True,False,True,East,cluster4
380,4,0,0,0,3,0,0,0,5,8,5,East,False,True,False,True,East,cluster4
-2,4,0,9,7,7,0,10,8,6,12,10,Stop,False,False,False,False,North,cluster8
-3,4,0,9,7,9,0,9,7,7,12,11,North,False,False,False,False,North,cluster8
196,4,0,11,9,9,0,9,7,9,12,12,North,False,False,False,False,West,cluster6
195,4,0,9,8,9,0,11,9,9,11,12,West,False,False,False,False,West,cluster6
194,4,0,9,8,9,0,9,8,9,10,12,West,False,False,False,False,West,cluster6
193,4,0,9,6,11,0,9,8,9,9,12,West,False,False,False,False,West,cluster6
191,4,0,6,2,9,0,8,4,11,8,11,South,False,False,False,False,South,cluster3
389,4,0,6,0,8,0,6,1,7,7,10,West,False,False,False,False,South,cluster3
386,4,0,2,0,12,0,4,0,10,7,7,South,False,False,False,False,South,cluster3
585,4,0,0,0,14,0,2,0,12,7,6,South,False,False,False,False,South,cluster3
584,4,0,0,0,16,0,0,0,14,7,5,South,False,False,False,False,North,cluster8
583,4,0,0,0,16,0,0,0,16,7,6,North,False,False,False,False,East,cluster8
582,4,0,0,0,14,0,0,0,16,8,6,East,False,False,False,False,East,cluster10
581,4,0,0,0,12,0,0,0,14,9,6,East,False,False,False,False,East,cluster10
580,4,0,0,0,10,0,0,0,12,10,6,East,False,False,False,False,East,cluster10
579,4,0,0,0,10,0,0,0,10,11,6,East,False,False,False,False,East,cluster10
578,4,0,0,0,10,0,0,0,10,12,6,East,False,False,False,False,East,cluster10
577,4,0,0,0,10,0,0,0,10,13,6,East,False,False,False,False,North,cluster8
576,4,0,0,0,8,0,0,0,10,13,7,North,False,False,False,False,North,cluster8
575,4,0,0,0,8,0,0,0,8,13,8,North,False,False,False,False,North,cluster8
574,4,0,0,0,7,0,0,0,8,13,9,North,False,False,False,False,North,cluster8
573,4,0,0,0,5,0,0,0,7,13,10,North,False,False,False,False,North,cluster8
572,4,0,0,0,5,0,0,0,5,13,11,North,False,False,False,False,East,cluster8
-2,4,0,20,20,23,0,19,19,24,2,14,Stop,False,False,False,True,South,cluster2
-3,4,0,19,19,21,0,20,20,23,2,13,South,False,False,False,False,South,cluster2
-4,4,0,18,19,19,0,19,19,21,2,12,South,False,False,False,False,South,cluster2
-5,4,0,16,18,17,0,18,19,19,2,11,South,False,False,False,False,South,cluster2
-6,4,0,14,17,17,0,16,18,17,2,10,South,False,False,False,False,South,cluster2
-7,4,0,14,15,17,0,14,17,17,2,9,South,False,False,False,False,South,cluster2
-8,4,0,12,13,17,0,14,15,17,2,8,South,False,False,False,False,South,cluster2
-9,4,0,12,11,17,0,12,13,17,2,7,South,False,False,False,False,South,cluster2
-10,4,0,10,9,15,0,12,11,17,2,6,South,False,False,False,False,South,cluster2
-11,4,0,9,9,13,0,10,9,15,2,5,South,False,False,False,False,South,cluster2
-12,4,0,7,7,11,0,9,9,13,2,4,South,False,False,False,False,East,cluster10
-13,4,0,5,5,10,0,7,7,11,3,4,East,False,False,False,False,East,cluster10
-14,4,0,5,3,9,0,5,5,10,4,4,East,False,False,False,False,East,cluster10
-15,4,0,5,2,7,0,5,3,9,5,4,East,False,False,False,False,East,cluster10
-17,4,0,3,1,5,0,3,2,7,7,4,East,False,False,False,False,North,cluster10
182,4,0,1,0,5,0,3,1,5,7,5,North,False,False,False,False,North,cluster8
381,4,0,0,0,7,0,1,0,5,7,6,North,False,False,False,False,East,cluster8
380,4,0,0,0,7,0,0,0,7,8,6,East,False,False,False,False,East,cluster10
378,4,0,0,0,3,0,0,0,5,10,6,East,False,False,False,False,East,cluster10
377,4,0,0,0,1,0,0,0,3,11,6,East,False,False,False,False,East,cluster10
576,4,0,0,0,0,0,0,0,1,12,6,East,False,False,False,False,East,cluster10
575,4,0,0,0,0,0,0,0,0,13,6,East,False,False,False,False,East,cluster10
574,4,0,0,0,0,0,0,0,0,14,6,East,False,False,False,False,South,cluster3
-2,4,0,17,16,21,0,18,17,22,2,14,Stop,False,False,False,True,East,cluster7
-3,4,0,17,14,19,0,17,16,21,3,14,East,False,False,False,True,East,cluster7
-4,4,0,15,12,17,0,17,14,19,4,14,East,False,False,False,True,South,cluster7
-5,4,0,15,10,15,0,15,12,17,4,13,South,False,False,False,False,South,cluster2
-6,4,0,13,9,14,0,15,10,15,4,12,South,False,False,False,False,South,cluster2
-7,4,0,11,7,14,0,13,9,14,4,11,South,False,False,False,False,South,cluster2
-8,4,0,9,7,12,0,11,7,14,4,10,South,False,False,False,False,South,cluster2
-9,4,0,9,7,10,0,9,7,12,4,9,South,False,False,False,False,South,cluster2
-10,4,0,7,5,10,0,9,7,10,4,8,South,False,False,False,False,East,cluster10
-11,4,0,5,4,8,0,7,5,10,5,8,East,False,False,False,False,East,cluster10
-13,4,0,4,2,8,0,5,3,8,7,8,East,False,False,False,False,East,cluster10
185,4,0,2,0,6,0,2,1,8,9,8,East,False,False,False,False,South,cluster10
184,4,0,2,0,6,0,2,0,6,9,7,South,False,False,False,False,North,cluster3
383,4,0,0,0,8,0,2,0,6,9,8,North,False,False,False,False,South,cluster8
382,4,0,0,0,8,0,0,0,8,9,7,South,False,False,False,False,East,cluster3
381,4,0,0,0,8,0,0,0,8,10,7,East,False,False,False,False,East,cluster10
380,4,0,0,0,8,0,0,0,8,11,7,East,False,False,False,False,East,cluster10
379,4,0,0,0,7,0,0,0,8,12,7,East,False,False,False,False,East,cluster10
-1,4,0,14,11,16,0,14,12,15,4,12,Stop,False,False,False,True,South,cluster2
-2,4,0,12,11,16,0,14,11,16,4,11,South,False,False,False,False,South,cluster2
-3,4,0,10,9,18,0,12,11,16,4,10,South,False,False,False,False,South,cluster2
-4,4,0,8,8,18,0,10,9,18,4,9,South,False,False,False,False,East,cluster2
-6,4,0,7,7,19,0,8,7,18,5,8,South,False,False,False,False,East,cluster10
-7,4,0,5,7,17,0,7,7,19,6,8,East,False,False,False,False,South,cluster10
-8,4,0,5,7,18,0,5,7,17,6,7,South,False,False,False,False,East,cluster10
-9,4,0,4,7,16,0,5,7,18,7,7,East,False,False,False,False,South,cluster10
-11,4,0,3,5,18,0,4,5,16,7,5,South,False,False,False,False,East,cluster10
-12,4,0,1,5,16,0,3,5,18,8,5,East,False,False,False,False,South,cluster10
187,4,0,0,6,17,0,1,5,16,8,4,South,False,False,False,False,East,cluster10
186,4,0,0,6,15,0,0,6,17,9,4,East,False,False,False,False,East,cluster10
185,4,0,0,6,13,0,0,6,15,10,4,East,False,False,False,False,East,cluster10
184,4,0,0,5,13,0,0,6,13,11,4,East,False,False,False,False,East,cluster10
183,4,0,0,5,13,0,0,5,13,12,4,East,False,False,False,False,North,cluster10
181,4,0,0,2,11,0,0,3,13,13,5,East,False,False,False,False,East,cluster10
180,4,0,0,1,10,0,0,2,11,14,5,East,False,False,False,False,East,cluster10
379,4,0,0,0,8,0,0,1,10,15,5,East,False,False,False,False,North,cluster8
378,4,0,0,0,8,0,0,0,8,15,6,North,False,False,False,False,North,cluster8
377,4,0,0,0,7,0,0,0,8,15,7,North,False,False,False,False,North,cluster8
376,4,0,0,0,5,0,0,0,7,15,8,North,False,False,False,False,North,cluster8
375,4,0,0,0,4,0,0,0,5,15,9,North,False,False,False,False,North,cluster8
373,4,0,0,0,2,0,0,0,4,16,10,East,False,False,False,False,North,cluster8
372,4,0,0,0,1,0,0,0,2,16,11,North,False,False,False,False,East,cluster8
571,4,0,0,0,0,0,0,0,1,17,11,East,False,False,False,False,South,cluster3
570,4,0,0,0,0,0,0,0,0,17,10,South,False,False,False,False,East,cluster3
569,4,0,0,0,0,0,0,0,0,18,10,East,False,False,False,False,South,cluster3
568,4,0,0,0,0,0,0,0,0,18,9,South,False,False,False,False,East,cluster3
567,4,0,0,0,0,0,0,0,0,19,9,East,False,False,False,False,South,cluster3
566,4,0,0,0,0,0,0,0,0,19,8,South,False,False,False,False,East,cluster3
-1,4,0,20,25,28,0,19,25,28,1,18,Stop,True,False,False,True,South,cluster2
-2,4,0,18,24,26,0,20,25,28,1,17,South,True,False,True,False,South,cluster2
-3,4,0,16,22,24,0,18,24,26,1,16,South,True,False,False,False,South,cluster2
-4,4,0,15,22,22,0,16,22,24,1,15,South,True,False,False,False,South,cluster2
-5,4,0,15,20,20,0,15,22,22,1,14,South,True,False,False,False,South,cluster2
-6,4,0,13,18,18,0,15,20,20,1,13,South,True,False,True,False,South,cluster2
-7,4,0,13,16,18,0,13,18,18,1,12,South,True,False,False,False,South,cluster2
-8,4,0,11,16,18,0,13,16,18,1,11,South,True,False,True,False,South,cluster2
-9,4,0,10,15,19,0,11,16,18,1,10,South,True,False,True,False,South,cluster2
-10,4,0,10,13,21,0,10,15,19,1,9,South,True,False,True,False,South,cluster2
-11,4,0,10,11,22,0,10,13,21,1,8,South,True,False,True,False,South,cluster2
-12,4,0,8,9,22,0,10,11,22,1,7,South,True,False,True,False,South,cluster2
-14,4,0,6,5,20,0,8,7,22,2,6,East,False,False,False,True,East,cluster7
-15,4,0,5,4,20,0,6,5,20,3,6,East,False,False,False,False,North,cluster10
-17,4,0,3,5,24,0,5,4,22,3,8,North,True,False,False,False,East,cluster10
-18,4,0,1,3,22,0,3,5,24,4,8,East,False,False,False,False,East,cluster10
180,4,0,0,5,20,0,0,5,20,5,7,South,False,False,False,False,South,cluster3
178,4,0,0,3,20,0,0,3,18,5,5,South,False,False,True,False,South,cluster3
