@relation prueba-weka.filters.unsupervised.attribute.Remove-R19-37

@attribute score numeric
@attribute ghosts-living numeric
@attribute distance-ghost1 numeric
@attribute distance-ghost2 numeric
@attribute distance-ghost3 numeric
@attribute distance-ghost4 numeric
@attribute prev-distance-ghost1 numeric
@attribute prev-distance-ghost2 numeric
@attribute prev-distance-ghost3 numeric
@attribute prev-distance-ghost4 numeric
@attribute posX numeric
@attribute posY numeric
@attribute direction {North,South,East,West,Stop}
@attribute wall-east {True,False}
@attribute wall-south {True,False}
@attribute wall-west {True,False}
@attribute wall-north {True,False}
@attribute move {North,South,East,West,Stop}

@data
-14,4,0,19,19,15,0,21,20,15,14,11,West,False,True,False,True,West
-15,4,0,17,17,14,0,19,19,15,13,11,West,False,False,False,False,North
-16,4,0,15,16,15,0,17,17,14,13,12,North,True,False,True,False,North
-17,4,0,13,16,15,0,15,16,15,13,13,North,False,False,True,True,West
-18,4,0,11,14,15,0,13,16,15,12,13,West,False,True,False,True,West
-19,4,0,11,12,15,0,11,14,15,11,13,West,False,True,False,True,West
-20,4,0,10,10,15,0,11,12,15,10,13,West,False,False,False,True,West
-21,4,0,8,10,13,0,10,10,15,9,13,West,False,False,False,True,West
-22,4,0,7,8,12,0,8,10,13,8,13,West,False,True,False,True,West
-23,4,0,7,7,11,0,7,8,12,7,13,West,False,True,False,True,West
-24,4,0,6,7,11,0,7,7,11,6,13,West,True,False,False,True,South
175,4,0,6,5,11,0,6,7,11,6,12,South,True,False,True,False,South
173,4,0,3,4,10,0,4,4,10,6,10,South,True,False,True,False,South
370,4,0,0,2,8,0,0,2,9,6,7,South,False,False,True,False,West
569,4,0,0,0,9,0,0,2,8,5,7,West,False,False,False,False,North
568,4,0,0,0,10,0,0,0,9,5,8,North,False,False,False,False,South
567,4,0,0,0,8,0,0,0,10,5,7,South,False,False,False,False,South
566,4,0,0,0,7,0,0,0,8,5,6,South,False,False,False,False,South
565,4,0,0,0,5,0,0,0,7,5,5,South,False,True,False,False,East
564,4,0,0,0,4,0,0,0,5,6,5,East,False,False,False,False,East
563,4,0,0,0,3,0,0,0,4,7,5,East,False,True,False,True,East
0,4,0,23,25,29,0,0,0,0,1,3,Stop,True,True,False,False,Stop
-1,4,0,22,24,29,0,23,25,29,1,3,Stop,True,True,False,False,Stop
-2,4,0,23,25,28,0,22,24,29,1,3,Stop,True,True,False,False,Stop
-3,4,0,22,24,28,0,23,25,28,1,3,Stop,True,True,False,False,East
-4,4,0,20,23,28,0,22,24,28,2,3,East,False,True,False,True,East
-5,4,0,20,23,27,0,20,23,28,3,3,East,False,True,False,True,East
-7,4,0,19,22,24,0,19,22,26,4,4,North,True,False,True,False,North
-8,4,0,19,22,24,0,19,22,24,4,5,North,False,False,False,False,North
-9,4,0,20,23,25,0,19,22,24,4,6,North,False,False,False,False,South
-10,4,0,19,22,24,0,20,23,25,4,5,South,False,False,False,False,East
-11,4,0,17,20,23,0,19,22,24,5,5,East,False,True,False,False,East
-12,4,0,16,18,22,0,17,20,23,6,5,East,False,False,False,False,East
-13,4,0,16,18,21,0,16,18,22,7,5,East,False,True,False,True,East
-14,4,0,15,16,20,0,16,18,21,8,5,East,False,True,False,False,East
-15,4,0,15,16,18,0,15,16,20,9,5,East,False,True,False,True,East
-16,4,0,13,15,16,0,15,16,18,10,5,East,False,True,False,True,East
-17,4,0,11,13,15,0,13,15,16,11,5,East,False,True,False,True,East
-18,4,0,11,13,15,0,11,13,15,12,5,East,False,True,False,True,East
-19,4,0,11,11,13,0,11,13,15,13,5,East,False,False,True,False,North
-20,4,0,11,11,11,0,11,11,13,13,6,North,True,False,True,False,North
-21,4,0,10,9,9,0,11,11,11,13,7,North,True,False,True,False,North
-22,4,0,9,7,7,0,10,9,9,13,8,North,True,False,True,False,North
-23,4,0,9,5,7,0,9,7,7,13,9,North,True,False,True,False,North
-25,4,0,7,5,4,0,9,5,6,13,11,North,False,False,False,False,East
-26,4,0,7,4,2,0,7,5,4,14,11,East,False,True,False,True,East
173,4,0,5,3,0,0,7,4,2,15,11,East,False,True,False,False,North
0,4,0,23,25,29,0,0,0,0,1,3,Stop,True,True,False,False,Stop
-1,4,0,22,25,28,0,23,25,29,1,3,Stop,True,True,False,False,East
-2,4,0,22,25,26,0,22,25,28,2,3,East,False,True,False,True,East
-3,4,0,21,25,24,0,22,25,26,3,3,East,False,True,False,True,East
-4,4,0,20,24,23,0,21,25,24,4,3,East,False,True,True,False,North
-5,4,0,19,24,22,0,20,24,23,4,4,North,True,False,True,False,North
-6,4,0,19,23,21,0,19,24,22,4,5,North,False,False,False,False,East
-7,4,0,19,23,20,0,19,23,21,5,5,East,False,True,False,False,East
-8,4,0,19,21,20,0,19,23,20,6,5,East,False,False,False,False,East
-9,4,0,18,21,18,0,19,21,20,7,5,East,False,True,False,True,East
-10,4,0,16,20,18,0,18,21,18,8,5,East,False,True,False,False,East
-11,4,0,14,18,18,0,16,20,18,9,5,East,False,True,False,True,East
-12,4,0,14,17,17,0,14,18,18,10,5,East,False,True,False,True,East
-13,4,0,14,16,17,0,14,17,17,11,5,East,False,True,False,True,East
-14,4,0,12,14,15,0,14,16,17,12,5,East,False,True,False,True,East
-15,4,0,12,13,15,0,12,14,15,13,5,East,False,False,True,False,North
-16,4,0,11,11,13,0,12,13,15,13,6,North,True,False,True,False,North
-17,4,0,10,10,13,0,11,11,13,13,7,North,True,False,True,False,North
-18,4,0,10,8,12,0,10,10,13,13,8,North,True,False,True,False,North
-19,4,0,9,8,10,0,10,8,12,13,9,North,True,False,True,False,North
-20,4,0,9,8,8,0,9,8,10,13,10,North,True,False,True,False,North
-23,4,0,5,4,6,0,6,6,6,15,11,East,False,True,False,False,North
-24,4,0,4,4,8,0,5,4,6,15,12,North,True,False,True,False,North
-26,4,0,3,6,10,0,4,6,10,16,13,East,False,True,False,True,East
172,4,0,0,3,7,0,2,4,8,18,13,East,False,False,True,True,South
371,4,0,0,2,7,0,0,3,7,18,12,South,True,False,True,False,South
570,4,0,0,0,6,0,0,2,7,18,11,South,True,False,True,False,South
569,4,0,0,0,5,0,0,0,6,18,10,South,True,False,True,False,South
0,4,0,21,18,19,0,0,0,0,12,10,Stop,True,False,True,False,Stop
-1,4,0,20,18,18,0,21,18,19,12,10,Stop,True,False,True,False,North
-2,4,0,19,17,16,0,20,18,18,12,11,North,False,False,True,True,West
-3,4,0,19,17,16,0,19,17,16,11,11,West,False,True,False,True,West
-4,4,0,17,16,14,0,19,17,16,10,11,West,False,True,False,True,West
-5,4,0,16,16,14,0,17,16,14,9,11,West,False,True,False,True,West
-6,4,0,14,14,12,0,16,16,14,8,11,West,False,True,False,False,North
-7,4,0,13,14,10,0,14,14,12,8,12,North,True,False,True,False,North
-8,4,0,13,13,10,0,13,14,10,8,13,North,True,False,False,False,North
-9,4,0,11,12,8,0,13,13,10,8,14,North,True,False,True,False,North
-10,4,0,10,11,8,0,11,12,8,8,15,North,False,False,True,False,North
-11,4,0,9,9,7,0,10,11,8,8,16,North,True,False,True,False,North
-12,4,0,8,9,6,0,9,9,7,8,17,North,True,False,False,True,East
-14,4,0,8,7,3,0,8,9,5,10,17,East,False,True,False,True,East
-15,4,0,7,6,1,0,8,7,3,11,17,East,False,True,False,True,East
381,4,0,0,2,0,0,1,3,0,13,15,South,False,True,False,False,West
380,4,0,0,4,0,0,0,2,0,12,15,West,False,True,False,True,West
579,4,0,0,5,0,0,0,4,0,11,15,West,False,True,False,True,East
0,4,0,15,16,19,0,0,0,0,1,18,Stop,True,False,False,True,Stop
-1,4,0,16,17,19,0,15,16,19,1,18,Stop,True,False,False,True,South
-2,4,0,15,16,19,0,16,17,19,1,17,South,True,False,True,False,South
-3,4,0,13,16,19,0,15,16,19,1,16,South,True,False,False,False,South
-4,4,0,11,16,18,0,13,16,19,1,15,South,True,False,False,False,South
-5,4,0,10,16,17,0,11,16,18,1,14,South,True,False,False,False,South
-6,4,0,9,16,15,0,10,16,17,1,13,South,True,False,True,False,South
-7,4,0,8,16,13,0,9,16,15,1,12,South,True,False,False,False,South
-8,4,0,8,16,11,0,8,16,13,1,11,South,True,False,True,False,South
-9,4,0,8,14,9,0,8,16,11,1,10,South,True,False,True,False,South
-10,4,0,6,13,8,0,8,14,9,1,9,South,True,False,True,False,South
-11,4,0,5,11,8,0,6,13,8,1,8,South,True,False,True,False,South
-13,4,0,3,9,6,0,4,10,8,1,6,South,True,False,False,False,South
-14,4,0,1,9,8,0,3,9,6,1,5,South,True,False,False,False,South
185,4,0,0,8,10,0,1,9,8,1,4,South,True,False,False,False,East
184,4,0,0,8,8,0,0,8,10,2,4,East,False,False,False,False,East
183,4,0,0,8,8,0,0,8,8,3,4,East,False,False,False,False,North
182,4,0,0,10,7,0,0,8,8,3,5,North,False,False,False,False,North
180,4,0,0,10,3,0,0,8,5,3,7,North,True,False,False,False,North
179,4,0,0,12,1,0,0,10,3,3,8,North,True,False,False,False,North
378,4,0,0,12,0,0,0,12,1,3,9,North,True,False,False,False,South
377,4,0,0,12,0,0,0,12,0,3,8,South,True,False,False,False,South
376,4,0,0,10,0,0,0,12,0,3,7,South,True,False,False,False,South
375,4,0,0,10,0,0,0,10,0,3,6,South,False,False,False,False,East
374,4,0,0,8,0,0,0,10,0,4,6,East,False,False,False,False,East
0,4,0,15,16,19,0,0,0,0,1,18,Stop,True,False,False,True,Stop
-1,4,0,14,17,20,0,15,16,19,1,18,Stop,True,False,False,True,South
-2,4,0,14,16,19,0,14,17,20,1,17,South,True,False,True,False,South
-3,4,0,14,16,17,0,14,16,19,1,16,South,True,False,False,False,South
-4,4,0,12,14,16,0,14,16,17,1,15,South,True,False,False,False,South
-5,4,0,11,14,14,0,12,14,16,1,14,South,True,False,False,False,South
-6,4,0,9,12,14,0,11,14,14,1,13,South,True,False,True,False,South
-7,4,0,7,10,12,0,9,12,14,1,12,South,True,False,False,False,South
-8,4,0,5,10,11,0,7,10,12,1,11,South,True,False,True,False,South
-9,4,0,5,9,11,0,5,10,11,1,10,South,True,False,True,False,South
-10,4,0,4,7,11,0,5,9,11,1,9,South,True,False,True,False,South
-12,4,0,2,5,9,0,2,7,10,1,7,South,True,False,True,False,South
-13,4,0,1,5,7,0,2,5,9,1,6,South,True,False,False,False,East
186,4,0,0,3,6,0,1,5,7,2,6,East,False,False,False,True,East
185,4,0,0,3,6,0,0,3,6,3,6,East,False,False,False,False,East
184,4,0,0,3,5,0,0,3,6,4,6,East,False,False,False,False,North
181,4,0,0,6,2,0,0,4,3,4,9,North,False,False,False,False,West
180,4,0,0,6,3,0,0,6,2,3,9,West,True,False,False,False,North
378,4,0,0,6,4,0,0,6,5,4,10,East,False,False,False,True,East
377,4,0,0,7,3,0,0,6,4,5,10,East,False,False,False,True,East
375,4,0,0,7,2,0,0,9,3,6,9,South,False,False,True,False,South
374,4,0,0,7,2,0,0,7,2,6,8,South,False,False,True,False,South
573,4,0,0,6,0,0,0,7,2,6,7,South,False,False,True,False,West
572,4,0,0,4,0,0,0,6,0,5,7,West,False,False,False,False,West
571,4,0,0,4,0,0,0,4,0,4,7,West,False,False,False,False,South
0,4,0,7,11,10,0,0,0,0,8,1,Stop,False,True,False,False,Stop
-1,4,0,8,10,9,0,7,11,10,8,1,Stop,False,True,False,False,Stop
-3,4,0,9,9,9,0,9,11,8,7,1,West,False,True,False,False,West
-4,4,0,8,7,9,0,9,9,9,6,1,West,False,True,False,True,West
-5,4,0,7,7,11,0,8,7,9,5,1,West,False,True,False,False,West
-6,4,0,7,7,11,0,7,7,11,4,1,West,False,True,False,True,West
-7,4,0,5,7,12,0,7,7,11,3,1,West,False,True,False,True,West
-9,4,0,3,5,14,0,4,6,14,1,1,West,True,True,False,False,North
-10,4,0,1,4,12,0,3,5,14,1,2,North,True,False,True,False,North
188,4,0,0,2,9,0,0,3,11,1,4,North,True,False,True,False,North
187,4,0,0,1,9,0,0,2,9,1,5,North,True,False,False,True,East
386,4,0,0,0,8,0,0,1,9,2,5,East,False,True,False,True,East
385,4,0,0,0,8,0,0,0,8,3,5,East,False,False,False,True,East
384,4,0,0,0,8,0,0,0,8,4,5,East,False,True,False,True,East
383,4,0,0,0,6,0,0,0,8,5,5,East,False,False,False,True,East
382,4,0,0,0,6,0,0,0,6,6,5,East,False,True,False,True,East
380,4,0,0,0,3,0,0,0,5,8,5,East,False,True,False,True,East
0,4,0,11,9,5,0,0,0,0,12,10,Stop,False,False,False,False,Stop
-2,4,0,9,7,7,0,10,8,6,12,10,Stop,False,False,False,False,North
-3,4,0,9,7,9,0,9,7,7,12,11,North,False,False,False,False,North
196,4,0,11,9,9,0,9,7,9,12,12,North,False,False,False,False,West
195,4,0,9,8,9,0,11,9,9,11,12,West,False,False,False,False,West
194,4,0,9,8,9,0,9,8,9,10,12,West,False,False,False,False,West
193,4,0,9,6,11,0,9,8,9,9,12,West,False,False,False,False,West
191,4,0,6,2,9,0,8,4,11,8,11,South,False,False,False,False,South
389,4,0,6,0,8,0,6,1,7,7,10,West,False,False,False,False,South
386,4,0,2,0,12,0,4,0,10,7,7,South,False,False,False,False,South
585,4,0,0,0,14,0,2,0,12,7,6,South,False,False,False,False,South
584,4,0,0,0,16,0,0,0,14,7,5,South,False,False,False,False,North
583,4,0,0,0,16,0,0,0,16,7,6,North,False,False,False,False,East
582,4,0,0,0,14,0,0,0,16,8,6,East,False,False,False,False,East
581,4,0,0,0,12,0,0,0,14,9,6,East,False,False,False,False,East
580,4,0,0,0,10,0,0,0,12,10,6,East,False,False,False,False,East
579,4,0,0,0,10,0,0,0,10,11,6,East,False,False,False,False,East
578,4,0,0,0,10,0,0,0,10,12,6,East,False,False,False,False,East
577,4,0,0,0,10,0,0,0,10,13,6,East,False,False,False,False,North
576,4,0,0,0,8,0,0,0,10,13,7,North,False,False,False,False,North
575,4,0,0,0,8,0,0,0,8,13,8,North,False,False,False,False,North
574,4,0,0,0,7,0,0,0,8,13,9,North,False,False,False,False,North
573,4,0,0,0,5,0,0,0,7,13,10,North,False,False,False,False,North
572,4,0,0,0,5,0,0,0,5,13,11,North,False,False,False,False,East
0,4,0,19,18,23,0,0,0,0,2,14,Stop,False,False,False,True,Stop
-1,4,0,19,19,24,0,19,18,23,2,14,Stop,False,False,False,True,Stop
-2,4,0,20,20,23,0,19,19,24,2,14,Stop,False,False,False,True,South
-3,4,0,19,19,21,0,20,20,23,2,13,South,False,False,False,False,South
-4,4,0,18,19,19,0,19,19,21,2,12,South,False,False,False,False,South
-5,4,0,16,18,17,0,18,19,19,2,11,South,False,False,False,False,South
-6,4,0,14,17,17,0,16,18,17,2,10,South,False,False,False,False,South
-7,4,0,14,15,17,0,14,17,17,2,9,South,False,False,False,False,South
-8,4,0,12,13,17,0,14,15,17,2,8,South,False,False,False,False,South
-9,4,0,12,11,17,0,12,13,17,2,7,South,False,False,False,False,South
-10,4,0,10,9,15,0,12,11,17,2,6,South,False,False,False,False,South
-11,4,0,9,9,13,0,10,9,15,2,5,South,False,False,False,False,South
-12,4,0,7,7,11,0,9,9,13,2,4,South,False,False,False,False,East
-13,4,0,5,5,10,0,7,7,11,3,4,East,False,False,False,False,East
-14,4,0,5,3,9,0,5,5,10,4,4,East,False,False,False,False,East
-15,4,0,5,2,7,0,5,3,9,5,4,East,False,False,False,False,East
-17,4,0,3,1,5,0,3,2,7,7,4,East,False,False,False,False,North
182,4,0,1,0,5,0,3,1,5,7,5,North,False,False,False,False,North
381,4,0,0,0,7,0,1,0,5,7,6,North,False,False,False,False,East
380,4,0,0,0,7,0,0,0,7,8,6,East,False,False,False,False,East
378,4,0,0,0,3,0,0,0,5,10,6,East,False,False,False,False,East
377,4,0,0,0,1,0,0,0,3,11,6,East,False,False,False,False,East
576,4,0,0,0,0,0,0,0,1,12,6,East,False,False,False,False,East
575,4,0,0,0,0,0,0,0,0,13,6,East,False,False,False,False,East
574,4,0,0,0,0,0,0,0,0,14,6,East,False,False,False,False,South
0,4,0,19,18,23,0,0,0,0,2,14,Stop,False,False,False,True,Stop
-1,4,0,18,17,22,0,19,18,23,2,14,Stop,False,False,False,True,Stop
-2,4,0,17,16,21,0,18,17,22,2,14,Stop,False,False,False,True,East
-3,4,0,17,14,19,0,17,16,21,3,14,East,False,False,False,True,East
-4,4,0,15,12,17,0,17,14,19,4,14,East,False,False,False,True,South
-5,4,0,15,10,15,0,15,12,17,4,13,South,False,False,False,False,South
-6,4,0,13,9,14,0,15,10,15,4,12,South,False,False,False,False,South
-7,4,0,11,7,14,0,13,9,14,4,11,South,False,False,False,False,South
-8,4,0,9,7,12,0,11,7,14,4,10,South,False,False,False,False,South
-9,4,0,9,7,10,0,9,7,12,4,9,South,False,False,False,False,South
-10,4,0,7,5,10,0,9,7,10,4,8,South,False,False,False,False,East
-11,4,0,5,4,8,0,7,5,10,5,8,East,False,False,False,False,East
-13,4,0,4,2,8,0,5,3,8,7,8,East,False,False,False,False,East
185,4,0,2,0,6,0,2,1,8,9,8,East,False,False,False,False,South
184,4,0,2,0,6,0,2,0,6,9,7,South,False,False,False,False,North
383,4,0,0,0,8,0,2,0,6,9,8,North,False,False,False,False,South
382,4,0,0,0,8,0,0,0,8,9,7,South,False,False,False,False,East
381,4,0,0,0,8,0,0,0,8,10,7,East,False,False,False,False,East
380,4,0,0,0,8,0,0,0,8,11,7,East,False,False,False,False,East
379,4,0,0,0,7,0,0,0,8,12,7,East,False,False,False,False,East
0,4,0,7,7,8,0,0,0,0,9,1,Stop,False,True,False,True,Stop
-1,4,0,7,8,8,0,7,7,8,9,1,Stop,False,True,False,True,Stop
0,4,0,14,12,15,0,0,0,0,4,12,Stop,False,False,False,True,Stop
-1,4,0,14,11,16,0,14,12,15,4,12,Stop,False,False,False,True,South
-2,4,0,12,11,16,0,14,11,16,4,11,South,False,False,False,False,South
-3,4,0,10,9,18,0,12,11,16,4,10,South,False,False,False,False,South
-4,4,0,8,8,18,0,10,9,18,4,9,South,False,False,False,False,East
-6,4,0,7,7,19,0,8,7,18,5,8,South,False,False,False,False,East
-7,4,0,5,7,17,0,7,7,19,6,8,East,False,False,False,False,South
-8,4,0,5,7,18,0,5,7,17,6,7,South,False,False,False,False,East
-9,4,0,4,7,16,0,5,7,18,7,7,East,False,False,False,False,South
-11,4,0,3,5,18,0,4,5,16,7,5,South,False,False,False,False,East
-12,4,0,1,5,16,0,3,5,18,8,5,East,False,False,False,False,South
187,4,0,0,6,17,0,1,5,16,8,4,South,False,False,False,False,East
186,4,0,0,6,15,0,0,6,17,9,4,East,False,False,False,False,East
185,4,0,0,6,13,0,0,6,15,10,4,East,False,False,False,False,East
184,4,0,0,5,13,0,0,6,13,11,4,East,False,False,False,False,East
183,4,0,0,5,13,0,0,5,13,12,4,East,False,False,False,False,North
181,4,0,0,2,11,0,0,3,13,13,5,East,False,False,False,False,East
180,4,0,0,1,10,0,0,2,11,14,5,East,False,False,False,False,East
379,4,0,0,0,8,0,0,1,10,15,5,East,False,False,False,False,North
378,4,0,0,0,8,0,0,0,8,15,6,North,False,False,False,False,North
377,4,0,0,0,7,0,0,0,8,15,7,North,False,False,False,False,North
376,4,0,0,0,5,0,0,0,7,15,8,North,False,False,False,False,North
375,4,0,0,0,4,0,0,0,5,15,9,North,False,False,False,False,North
373,4,0,0,0,2,0,0,0,4,16,10,East,False,False,False,False,North
372,4,0,0,0,1,0,0,0,2,16,11,North,False,False,False,False,East
571,4,0,0,0,0,0,0,0,1,17,11,East,False,False,False,False,South
570,4,0,0,0,0,0,0,0,0,17,10,South,False,False,False,False,East
569,4,0,0,0,0,0,0,0,0,18,10,East,False,False,False,False,South
568,4,0,0,0,0,0,0,0,0,18,9,South,False,False,False,False,East
567,4,0,0,0,0,0,0,0,0,19,9,East,False,False,False,False,South
566,4,0,0,0,0,0,0,0,0,19,8,South,False,False,False,False,East
0,4,0,19,25,28,0,0,0,0,1,18,Stop,True,False,False,True,Stop
-1,4,0,20,25,28,0,19,25,28,1,18,Stop,True,False,False,True,South
-2,4,0,18,24,26,0,20,25,28,1,17,South,True,False,True,False,South
-3,4,0,16,22,24,0,18,24,26,1,16,South,True,False,False,False,South
-4,4,0,15,22,22,0,16,22,24,1,15,South,True,False,False,False,South
-5,4,0,15,20,20,0,15,22,22,1,14,South,True,False,False,False,South
-6,4,0,13,18,18,0,15,20,20,1,13,South,True,False,True,False,South
-7,4,0,13,16,18,0,13,18,18,1,12,South,True,False,False,False,South
-8,4,0,11,16,18,0,13,16,18,1,11,South,True,False,True,False,South
-9,4,0,10,15,19,0,11,16,18,1,10,South,True,False,True,False,South
-10,4,0,10,13,21,0,10,15,19,1,9,South,True,False,True,False,South
-11,4,0,10,11,22,0,10,13,21,1,8,South,True,False,True,False,South
-12,4,0,8,9,22,0,10,11,22,1,7,South,True,False,True,False,South
-14,4,0,6,5,20,0,8,7,22,2,6,East,False,False,False,True,East
-15,4,0,5,4,20,0,6,5,20,3,6,East,False,False,False,False,North
-17,4,0,3,5,24,0,5,4,22,3,8,North,True,False,False,False,East
-18,4,0,1,3,22,0,3,5,24,4,8,East,False,False,False,False,East
180,4,0,0,5,20,0,0,5,20,5,7,South,False,False,False,False,South
178,4,0,0,3,20,0,0,3,18,5,5,South,False,False,True,False,South
177,4,0,0,3,20,0,0,3,20,5,4,South,False,False,True,False,South
176,4,0,0,3,21,0,0,3,20,5,3,South,False,True,False,False,East
175,4,0,0,3,20,0,0,3,21,6,3,East,False,True,False,True,East
174,4,0,0,3,18,0,0,3,20,7,3,East,False,True,False,True,East
172,4,0,0,3,16,0,0,3,16,9,3,East,False,True,False,False,North
171,4,0,0,1,16,0,0,3,16,9,4,North,False,False,False,False,West
370,4,0,0,0,16,0,0,1,16,8,4,West,True,False,False,False,North
369,4,0,0,0,14,0,0,0,16,8,5,North,True,False,False,False,North
368,4,0,0,0,14,0,0,0,14,8,6,North,False,False,False,False,East
367,4,0,0,0,14,0,0,0,14,9,6,East,False,False,False,False,North
366,4,0,0,0,12,0,0,0,14,9,7,North,False,False,False,False,North
365,4,0,0,0,11,0,0,0,12,9,8,North,False,False,False,False,North
364,4,0,0,0,9,0,0,0,11,9,9,North,False,False,False,False,North
363,4,0,0,0,7,0,0,0,9,9,10,North,False,False,False,False,North
362,4,0,0,0,7,0,0,0,7,9,11,North,False,False,False,False,North
361,4,0,0,0,7,0,0,0,7,9,12,North,False,False,False,False,East
360,4,0,0,0,7,0,0,0,7,10,12,East,False,False,False,False,East
359,4,0,0,0,5,0,0,0,7,11,12,East,False,False,False,True,East
358,4,0,0,0,3,0,0,0,5,12,12,East,False,True,False,True,East
356,4,0,0,0,1,0,0,0,3,13,11,South,True,False,False,False,East
355,4,0,0,0,1,0,0,0,1,14,11,East,False,False,False,False,South
554,4,0,0,0,0,0,0,0,1,14,10,South,False,False,False,False,South
553,4,0,0,0,0,0,0,0,0,14,9,South,False,False,True,False,South
552,4,0,0,0,0,0,0,0,0,14,8,South,False,False,False,False,East
551,4,0,0,0,0,0,0,0,0,15,8,East,False,True,False,True,East
550,4,0,0,0,0,0,0,0,0,16,8,East,False,True,False,True,East
549,4,0,0,0,0,0,0,0,0,17,8,East,False,True,False,True,East
548,4,0,0,0,0,0,0,0,0,18,8,East,False,True,False,True,East
547,4,0,0,0,0,0,0,0,0,19,8,East,False,True,False,True,East
546,4,0,0,0,0,0,0,0,0,20,8,East,False,True,False,True,East
545,4,0,0,0,0,0,0,0,0,21,8,East,False,True,False,True,East
544,4,0,0,0,0,0,0,0,0,22,8,East,False,True,False,True,East
0,4,0,3,5,4,0,0,0,0,2,3,Stop,False,True,False,True,Stop
-2,4,0,2,4,3,0,3,4,4,2,3,Stop,False,True,False,True,West
-3,4,0,1,6,4,0,2,4,3,1,3,West,True,False,False,True,South
196,4,0,0,5,6,0,1,6,4,1,2,South,True,False,True,False,South
-2,4,0,7,5,9,0,6,6,8,1,3,Stop,True,True,False,False,Stop
-3,4,0,6,6,8,0,7,5,9,1,3,Stop,True,True,False,False,Stop
-4,4,0,6,6,9,0,6,6,8,1,3,Stop,True,True,False,False,Stop
-5,4,0,6,6,10,0,6,6,9,1,3,Stop,True,True,False,False,North
-6,4,0,6,6,9,0,6,6,10,1,4,North,True,False,False,False,North
-7,4,0,5,6,8,0,6,6,9,1,5,North,True,False,False,False,North
-8,4,0,5,6,8,0,5,6,8,1,6,North,True,False,False,False,East
-10,4,0,3,2,5,0,5,4,6,2,7,North,False,False,False,False,North
389,4,0,1,0,5,0,3,2,5,2,8,North,False,False,False,False,West
588,4,0,0,0,6,0,1,0,5,1,8,West,True,False,False,False,North
0,4,0,7,6,7,0,0,0,0,1,3,Stop,True,True,False,False,Stop
-1,4,0,8,7,6,0,7,6,7,1,3,Stop,True,True,False,False,Stop
-2,4,0,9,8,5,0,8,7,6,1,3,Stop,True,True,False,False,Stop
-3,4,0,8,9,6,0,9,8,5,1,3,Stop,True,True,False,False,North
-4,4,0,6,7,5,0,8,9,6,1,4,North,True,False,False,False,North
-5,4,0,6,7,4,0,6,7,5,1,5,North,True,False,False,False,North
193,4,0,4,4,2,0,4,5,4,2,6,East,False,False,False,False,North
192,4,0,4,3,1,0,4,4,2,2,7,North,False,False,False,False,North
390,4,0,2,1,0,0,2,3,0,2,9,North,False,False,False,False,East
389,4,0,1,2,0,0,2,1,0,3,9,East,False,False,False,False,East
588,4,0,0,4,0,0,1,2,0,4,9,East,False,False,False,False,West
0,4,0,7,6,7,0,0,0,0,1,3,Stop,True,True,False,False,Stop
-1,4,0,8,6,6,0,7,6,7,1,3,Stop,True,True,False,False,North
-3,4,0,6,3,4,0,8,4,4,1,5,North,True,False,False,False,North
-4,4,0,6,1,2,0,6,3,4,1,6,North,True,False,False,False,East
194,4,0,3,0,4,0,4,0,4,3,6,East,False,False,False,False,North
193,4,0,1,0,4,0,3,0,4,3,7,North,False,False,False,False,North
388,4,0,0,0,4,0,0,0,2,4,7,South,False,False,False,False,South
587,4,0,0,0,6,0,0,0,4,4,6,South,False,False,False,False,South
586,4,0,0,0,8,0,0,0,6,4,5,South,False,False,False,False,North
585,4,0,0,0,6,0,0,0,8,4,6,North,False,False,False,False,North
584,4,0,0,0,4,0,0,0,6,4,7,North,False,False,False,False,West
583,4,0,0,0,4,0,0,0,4,3,7,West,False,False,False,False,North
0,4,0,11,12,13,0,0,0,0,9,3,Stop,False,True,False,True,Stop
-1,4,0,11,13,14,0,11,12,13,9,3,Stop,False,True,False,True,Stop
-2,4,0,12,13,14,0,11,13,14,9,3,Stop,False,True,False,True,West
-3,4,0,12,13,13,0,12,13,14,8,3,West,False,True,False,True,West
-4,4,0,10,12,11,0,12,13,13,7,3,West,False,True,False,True,West
-5,4,0,10,11,11,0,10,12,11,6,3,West,True,True,False,False,North
-6,4,0,10,10,9,0,10,11,11,6,4,North,True,False,True,False,North
-7,4,0,10,9,8,0,10,10,9,6,5,North,False,False,False,False,North
-8,4,0,8,7,7,0,10,9,8,6,6,North,False,False,True,False,North
-9,4,0,7,6,7,0,8,7,7,6,7,North,False,False,True,False,North
-10,4,0,7,4,5,0,7,6,7,6,8,North,False,False,True,False,North
-11,4,0,5,4,5,0,7,4,5,6,9,North,False,False,False,False,East
-14,4,0,5,2,1,0,5,2,3,9,9,East,False,True,False,False,East
385,4,0,4,0,0,0,5,2,1,10,9,East,False,True,False,False,East
384,4,0,6,0,0,0,4,0,0,11,9,East,False,True,True,True,West
583,4,0,6,0,0,0,6,0,0,10,9,West,False,True,False,False,North
582,4,0,4,0,0,0,6,0,0,10,10,North,False,False,True,False,North
-2,4,0,10,12,13,0,11,12,12,9,3,Stop,False,True,False,True,Stop
-5,4,0,12,15,12,0,11,14,13,9,3,Stop,False,True,False,True,East
-6,4,0,14,16,14,0,12,15,12,10,3,East,False,True,False,True,East
